0.001,100,0.10439167962663132,0.012028495468970184,0.008669707046860374
0.005,100,0.43225726708025003,0.045757790482942165,0.029702851343732743
0.01,100,0.6951206934840981,0.06872482134338312,0.038466820041739014
0.05,100,1.089969183119605,0.11273299414785322,0.017160617889612286
0.1,100,1.0964316878594287,0.12493852777279098,0.005029867318699337
0.5,100,1.0964608113924048,0.12861723162963065,0.0014024845304814728
1,100,1.096460811392405,0.1286172323233801,0.00140248389655575
5,100,-1.7619445918655334e+60,1.2438169126386787e+59,-6.313056108265253e+59
10,100,2.2417828976686766e+135,8.995498722737622e+150,-5.1926918438446986e+151
20,100,8.556689669821866e+206,3.0864936894586614e+222,-4.0824506732326493e+223
